,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
767,2016,18,americas,bottas,1989-08-28,Finnish,williams,8,,+1 Lap,0.0,16
768,2016,18,americas,wehrlein,1994-10-18,German,manor,20,,+1 Lap,0.0,17
769,2016,18,americas,ocon,1996-09-17,French,manor,22,,+2 Laps,0.0,18
770,2016,18,americas,raikkonen,1979-10-17,Finnish,ferrari,5,,Wheel,0.0,19
771,2016,18,americas,max_verstappen,1997-09-30,Dutch,red_bull,4,,Gearbox,0.0,20
772,2016,18,americas,gutierrez,1991-08-05,Mexican,haas,14,,Brakes,0.0,21
773,2016,18,americas,hulkenberg,1987-08-19,German,force_india,7,,Collision,0.0,22
774,2016,19,rodriguez,hamilton,1985-01-07,British,mercedes,1,6031402.0,Finished,25.0,1
775,2016,19,rodriguez,rosberg,1985-06-27,German,mercedes,2,6039756.0,Finished,18.0,2
776,2016,19,rodriguez,ricciardo,1989-07-01,Australian,red_bull,4,6052260.0,Finished,15.0,3
777,2016,19,rodriguez,max_verstappen,1997-09-30,Dutch,red_bull,3,6052725.0,Finished,12.0,4
778,2016,19,rodriguez,vettel,1987-07-03,German,ferrari,7,6058715.0,Finished,10.0,5
779,2016,19,rodriguez,raikkonen,1979-10-17,Finnish,ferrari,6,6080778.0,Finished,8.0,6
780,2016,19,rodriguez,hulkenberg,1987-08-19,German,force_india,5,6090293.0,Finished,6.0,7
781,2016,19,rodriguez,bottas,1989-08-28,Finnish,williams,8,6097014.0,Finished,4.0,8
782,2016,19,rodriguez,massa,1981-04-25,Brazilian,williams,9,6107608.0,Finished,2.0,9
783,2016,19,rodriguez,perez,1990-01-26,Mexican,force_india,12,6108200.0,Finished,1.0,10
784,2016,19,rodriguez,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,0.0,11
785,2016,19,rodriguez,button,1980-01-19,British,mclaren,13,,+1 Lap,0.0,12
786,2016,19,rodriguez,alonso,1981-07-29,Spanish,mclaren,11,,+1 Lap,0.0,13
787,2016,19,rodriguez,jolyon_palmer,1991-01-20,British,renault,21,,+1 Lap,0.0,14
788,2016,19,rodriguez,nasr,1992-08-21,Brazilian,sauber,19,,+1 Lap,0.0,15
789,2016,19,rodriguez,sainz,1994-09-01,Spanish,toro_rosso,10,,+1 Lap,0.0,16
790,2016,19,rodriguez,kevin_magnussen,1992-10-05,Danish,renault,14,,+1 Lap,0.0,17
791,2016,19,rodriguez,kvyat,1994-04-26,Russian,toro_rosso,18,,+1 Lap,0.0,18
792,2016,19,rodriguez,gutierrez,1991-08-05,Mexican,haas,17,,+1 Lap,0.0,19
793,2016,19,rodriguez,grosjean,1986-04-17,French,haas,22,,+1 Lap,0.0,20
794,2016,19,rodriguez,ocon,1996-09-17,French,manor,20,,+2 Laps,0.0,21
795,2016,19,rodriguez,wehrlein,1994-10-18,German,manor,16,,Collision,0.0,22
796,2016,20,interlagos,hamilton,1985-01-07,British,mercedes,1,10861335.0,Finished,25.0,1
797,2016,20,interlagos,rosberg,1985-06-27,German,mercedes,2,10872790.0,Finished,18.0,2
798,2016,20,interlagos,max_verstappen,1997-09-30,Dutch,red_bull,4,10882816.0,Finished,15.0,3
799,2016,20,interlagos,perez,1990-01-26,Mexican,force_india,9,10886681.0,Finished,12.0,4
800,2016,20,interlagos,vettel,1987-07-03,German,ferrari,5,10887669.0,Finished,10.0,5
801,2016,20,interlagos,sainz,1994-09-01,Spanish,toro_rosso,15,10890495.0,Finished,8.0,6
802,2016,20,interlagos,hulkenberg,1987-08-19,German,force_india,8,10891162.0,Finished,6.0,7
803,2016,20,interlagos,ricciardo,1989-07-01,Australian,red_bull,6,10891821.0,Finished,4.0,8
804,2016,20,interlagos,nasr,1992-08-21,Brazilian,sauber,21,10903955.0,Finished,2.0,9
805,2016,20,interlagos,alonso,1981-07-29,Spanish,mclaren,10,10905767.0,Finished,1.0,10
806,2016,20,interlagos,bottas,1989-08-28,Finnish,williams,11,10906627.0,Finished,0.0,11
807,2016,20,interlagos,ocon,1996-09-17,French,manor,22,10907144.0,Finished,0.0,12
808,2016,20,interlagos,kvyat,1994-04-26,Russian,toro_rosso,14,10912527.0,Finished,0.0,13
809,2016,20,interlagos,kevin_magnussen,1992-10-05,Danish,renault,18,10912890.0,Finished,0.0,14
810,2016,20,interlagos,wehrlein,1994-10-18,German,manor,19,10921833.0,Finished,0.0,15
811,2016,20,interlagos,button,1980-01-19,British,mclaren,17,10943329.0,Finished,0.0,16
812,2016,20,interlagos,gutierrez,1991-08-05,Mexican,haas,12,,Retired,0.0,17
813,2016,20,interlagos,massa,1981-04-25,Brazilian,williams,13,,Collision,0.0,18
814,2016,20,interlagos,jolyon_palmer,1991-01-20,British,renault,16,,Collision damage,0.0,19
815,2016,20,interlagos,raikkonen,1979-10-17,Finnish,ferrari,3,,Collision,0.0,20
816,2016,20,interlagos,ericsson,1990-09-02,Swedish,sauber,20,,Collision,0.0,21
817,2016,20,interlagos,grosjean,1986-04-17,French,haas,7,,Withdrew,0.0,22
818,2016,21,yas_marina,hamilton,1985-01-07,British,mercedes,1,5884013.0,Finished,25.0,1
819,2016,21,yas_marina,rosberg,1985-06-27,German,mercedes,2,5884452.0,Finished,18.0,2
820,2016,21,yas_marina,vettel,1987-07-03,German,ferrari,5,5884856.0,Finished,15.0,3
821,2016,21,yas_marina,max_verstappen,1997-09-30,Dutch,red_bull,6,5885698.0,Finished,12.0,4
822,2016,21,yas_marina,ricciardo,1989-07-01,Australian,red_bull,3,5889328.0,Finished,10.0,5
823,2016,21,yas_marina,raikkonen,1979-10-17,Finnish,ferrari,4,5902829.0,Finished,8.0,6
824,2016,21,yas_marina,hulkenberg,1987-08-19,German,force_india,7,5934127.0,Finished,6.0,7
825,2016,21,yas_marina,perez,1990-01-26,Mexican,force_india,8,5942789.0,Finished,4.0,8
826,2016,21,yas_marina,massa,1981-04-25,Brazilian,williams,10,5943449.0,Finished,2.0,9
827,2016,21,yas_marina,alonso,1981-07-29,Spanish,mclaren,9,5943909.0,Finished,1.0,10
828,2016,21,yas_marina,grosjean,1986-04-17,French,haas,14,5960790.0,Finished,0.0,11
829,2016,21,yas_marina,gutierrez,1991-08-05,Mexican,haas,13,5979126.0,Finished,0.0,12
830,2016,21,yas_marina,ocon,1996-09-17,French,manor,20,,+1 Lap,0.0,13
831,2016,21,yas_marina,wehrlein,1994-10-18,German,manor,16,,+1 Lap,0.0,14
832,2016,21,yas_marina,ericsson,1990-09-02,Swedish,sauber,22,,+1 Lap,0.0,15
833,2016,21,yas_marina,nasr,1992-08-21,Brazilian,sauber,19,,+1 Lap,0.0,16
834,2016,21,yas_marina,jolyon_palmer,1991-01-20,British,renault,15,,+1 Lap,0.0,17
835,2016,21,yas_marina,sainz,1994-09-01,Spanish,toro_rosso,21,,Collision damage,0.0,18
836,2016,21,yas_marina,kvyat,1994-04-26,Russian,toro_rosso,17,,Gearbox,0.0,19
837,2016,21,yas_marina,button,1980-01-19,British,mclaren,12,,Suspension,0.0,20
838,2016,21,yas_marina,bottas,1989-08-28,Finnish,williams,11,,Suspension,0.0,21
839,2016,21,yas_marina,kevin_magnussen,1992-10-05,Danish,renault,18,,Suspension,0.0,22
840,2017,1,albert_park,vettel,1987-07-03,German,ferrari,2,5051672.0,Finished,25.0,1
841,2017,1,albert_park,hamilton,1985-01-07,British,mercedes,1,5061647.0,Finished,18.0,2
842,2017,1,albert_park,bottas,1989-08-28,Finnish,mercedes,3,5062922.0,Finished,15.0,3
843,2017,1,albert_park,raikkonen,1979-10-17,Finnish,ferrari,4,5074065.0,Finished,12.0,4
844,2017,1,albert_park,max_verstappen,1997-09-30,Dutch,red_bull,5,5080499.0,Finished,10.0,5
845,2017,1,albert_park,massa,1981-04-25,Brazilian,williams,7,5135058.0,Finished,8.0,6
846,2017,1,albert_park,perez,1990-01-26,Mexican,force_india,10,,+1 Lap,6.0,7
847,2017,1,albert_park,sainz,1994-09-01,Spanish,toro_rosso,8,,+1 Lap,4.0,8
848,2017,1,albert_park,kvyat,1994-04-26,Russian,toro_rosso,9,,+1 Lap,2.0,9
849,2017,1,albert_park,ocon,1996-09-17,French,force_india,13,,+1 Lap,1.0,10
850,2017,1,albert_park,hulkenberg,1987-08-19,German,renault,11,,+1 Lap,0.0,11
851,2017,1,albert_park,giovinazzi,1993-12-14,Italian,sauber,16,,+2 Laps,0.0,12
852,2017,1,albert_park,vandoorne,1992-03-26,Belgian,mclaren,18,,+2 Laps,0.0,13
853,2017,1,albert_park,alonso,1981-07-29,Spanish,mclaren,12,,Vibrations,0.0,14
854,2017,1,albert_park,kevin_magnussen,1992-10-05,Danish,haas,17,,Suspension,0.0,15
855,2017,1,albert_park,stroll,1998-10-29,Canadian,williams,20,,Brakes,0.0,16
856,2017,1,albert_park,ricciardo,1989-07-01,Australian,red_bull,0,,Power Unit,0.0,17
857,2017,1,albert_park,ericsson,1990-09-02,Swedish,sauber,14,,Hydraulics,0.0,18
858,2017,1,albert_park,jolyon_palmer,1991-01-20,British,renault,19,,Brakes,0.0,19
859,2017,1,albert_park,grosjean,1986-04-17,French,haas,6,,Water leak,0.0,20
860,2017,2,shanghai,hamilton,1985-01-07,British,mercedes,1,5856158.0,Finished,25.0,1
861,2017,2,shanghai,vettel,1987-07-03,German,ferrari,2,5862408.0,Finished,18.0,2
862,2017,2,shanghai,max_verstappen,1997-09-30,Dutch,red_bull,16,5901350.0,Finished,15.0,3
863,2017,2,shanghai,ricciardo,1989-07-01,Australian,red_bull,5,5902193.0,Finished,12.0,4
864,2017,2,shanghai,raikkonen,1979-10-17,Finnish,ferrari,4,5904234.0,Finished,10.0,5
865,2017,2,shanghai,bottas,1989-08-28,Finnish,mercedes,3,5904966.0,Finished,8.0,6
866,2017,2,shanghai,sainz,1994-09-01,Spanish,toro_rosso,11,5929051.0,Finished,6.0,7
867,2017,2,shanghai,kevin_magnussen,1992-10-05,Danish,haas,12,,+1 Lap,4.0,8
868,2017,2,shanghai,perez,1990-01-26,Mexican,force_india,8,,+1 Lap,2.0,9
869,2017,2,shanghai,ocon,1996-09-17,French,force_india,17,,+1 Lap,1.0,10
870,2017,2,shanghai,grosjean,1986-04-17,French,haas,19,,+1 Lap,0.0,11
871,2017,2,shanghai,hulkenberg,1987-08-19,German,renault,7,,+1 Lap,0.0,12
872,2017,2,shanghai,jolyon_palmer,1991-01-20,British,renault,20,,+1 Lap,0.0,13
873,2017,2,shanghai,massa,1981-04-25,Brazilian,williams,6,,+1 Lap,0.0,14
874,2017,2,shanghai,ericsson,1990-09-02,Swedish,sauber,14,,+1 Lap,0.0,15
875,2017,2,shanghai,alonso,1981-07-29,Spanish,mclaren,13,,Driveshaft,0.0,16
876,2017,2,shanghai,kvyat,1994-04-26,Russian,toro_rosso,9,,Hydraulics,0.0,17
877,2017,2,shanghai,vandoorne,1992-03-26,Belgian,mclaren,15,,Fuel pressure,0.0,18
878,2017,2,shanghai,giovinazzi,1993-12-14,Italian,sauber,18,,Accident,0.0,19
879,2017,2,shanghai,stroll,1998-10-29,Canadian,williams,10,,Collision,0.0,20
880,2017,3,bahrain,vettel,1987-07-03,German,ferrari,3,5633374.0,Finished,25.0,1
881,2017,3,bahrain,hamilton,1985-01-07,British,mercedes,2,5640034.0,Finished,18.0,2
882,2017,3,bahrain,bottas,1989-08-28,Finnish,mercedes,1,5653771.0,Finished,15.0,3
883,2017,3,bahrain,raikkonen,1979-10-17,Finnish,ferrari,5,5655849.0,Finished,12.0,4
884,2017,3,bahrain,ricciardo,1989-07-01,Australian,red_bull,4,5672720.0,Finished,10.0,5
885,2017,3,bahrain,massa,1981-04-25,Brazilian,williams,8,5687700.0,Finished,8.0,6
886,2017,3,bahrain,perez,1990-01-26,Mexican,force_india,18,5695980.0,Finished,6.0,7
887,2017,3,bahrain,grosjean,1986-04-17,French,haas,9,5708239.0,Finished,4.0,8
888,2017,3,bahrain,hulkenberg,1987-08-19,German,renault,7,5713562.0,Finished,2.0,9
889,2017,3,bahrain,ocon,1996-09-17,French,force_india,14,5729085.0,Finished,1.0,10
890,2017,3,bahrain,wehrlein,1994-10-18,German,sauber,13,,+1 Lap,0.0,11
891,2017,3,bahrain,kvyat,1994-04-26,Russian,toro_rosso,11,,+1 Lap,0.0,12
892,2017,3,bahrain,jolyon_palmer,1991-01-20,British,renault,10,,+1 Lap,0.0,13
893,2017,3,bahrain,alonso,1981-07-29,Spanish,mclaren,15,,Power Unit,0.0,14
894,2017,3,bahrain,ericsson,1990-09-02,Swedish,sauber,19,,Gearbox,0.0,15
895,2017,3,bahrain,sainz,1994-09-01,Spanish,toro_rosso,16,,Collision,0.0,16
896,2017,3,bahrain,stroll,1998-10-29,Canadian,williams,12,,Collision,0.0,17
897,2017,3,bahrain,max_verstappen,1997-09-30,Dutch,red_bull,6,,Brakes,0.0,18
898,2017,3,bahrain,kevin_magnussen,1992-10-05,Danish,haas,20,,Electrical,0.0,19
899,2017,3,bahrain,vandoorne,1992-03-26,Belgian,mclaren,17,,Power Unit,0.0,20
900,2017,4,sochi,bottas,1989-08-28,Finnish,mercedes,3,5288743.0,Finished,25.0,1
901,2017,4,sochi,vettel,1987-07-03,German,ferrari,1,5289360.0,Finished,18.0,2
902,2017,4,sochi,raikkonen,1979-10-17,Finnish,ferrari,2,5299743.0,Finished,15.0,3
903,2017,4,sochi,hamilton,1985-01-07,British,mercedes,4,5325063.0,Finished,12.0,4
904,2017,4,sochi,max_verstappen,1997-09-30,Dutch,red_bull,7,5349159.0,Finished,10.0,5
905,2017,4,sochi,perez,1990-01-26,Mexican,force_india,9,5375531.0,Finished,8.0,6
906,2017,4,sochi,ocon,1996-09-17,French,force_india,10,5383747.0,Finished,6.0,7
907,2017,4,sochi,hulkenberg,1987-08-19,German,renault,8,5384931.0,Finished,4.0,8
908,2017,4,sochi,massa,1981-04-25,Brazilian,williams,6,,+1 Lap,2.0,9
909,2017,4,sochi,sainz,1994-09-01,Spanish,toro_rosso,14,,+1 Lap,1.0,10
910,2017,4,sochi,stroll,1998-10-29,Canadian,williams,11,,+1 Lap,0.0,11
911,2017,4,sochi,kvyat,1994-04-26,Russian,toro_rosso,12,,+1 Lap,0.0,12
912,2017,4,sochi,kevin_magnussen,1992-10-05,Danish,haas,13,,+1 Lap,0.0,13
913,2017,4,sochi,vandoorne,1992-03-26,Belgian,mclaren,20,,+1 Lap,0.0,14
914,2017,4,sochi,ericsson,1990-09-02,Swedish,sauber,18,,+1 Lap,0.0,15
915,2017,4,sochi,wehrlein,1994-10-18,German,sauber,17,,+2 Laps,0.0,16
916,2017,4,sochi,ricciardo,1989-07-01,Australian,red_bull,5,,Brakes,0.0,17
917,2017,4,sochi,jolyon_palmer,1991-01-20,British,renault,16,,Collision,0.0,18
918,2017,4,sochi,grosjean,1986-04-17,French,haas,19,,Collision,0.0,19
919,2017,4,sochi,alonso,1981-07-29,Spanish,mclaren,15,,Power Unit,0.0,20
920,2017,5,catalunya,hamilton,1985-01-07,British,mercedes,1,5756497.0,Finished,25.0,1
921,2017,5,catalunya,vettel,1987-07-03,German,ferrari,2,5759987.0,Finished,18.0,2
922,2017,5,catalunya,ricciardo,1989-07-01,Australian,red_bull,6,5832317.0,Finished,15.0,3
923,2017,5,catalunya,perez,1990-01-26,Mexican,force_india,8,,+1 Lap,12.0,4
924,2017,5,catalunya,ocon,1996-09-17,French,force_india,10,,+1 Lap,10.0,5
925,2017,5,catalunya,hulkenberg,1987-08-19,German,renault,13,,+1 Lap,8.0,6
926,2017,5,catalunya,sainz,1994-09-01,Spanish,toro_rosso,12,,+1 Lap,6.0,7
927,2017,5,catalunya,wehrlein,1994-10-18,German,sauber,15,,+1 Lap,4.0,8
928,2017,5,catalunya,kvyat,1994-04-26,Russian,toro_rosso,19,,+1 Lap,2.0,9
929,2017,5,catalunya,grosjean,1986-04-17,French,haas,14,,+1 Lap,1.0,10
930,2017,5,catalunya,ericsson,1990-09-02,Swedish,sauber,16,,+2 Laps,0.0,11
931,2017,5,catalunya,alonso,1981-07-29,Spanish,mclaren,7,,+2 Laps,0.0,12
932,2017,5,catalunya,massa,1981-04-25,Brazilian,williams,9,,+2 Laps,0.0,13
933,2017,5,catalunya,kevin_magnussen,1992-10-05,Danish,haas,11,,+2 Laps,0.0,14
934,2017,5,catalunya,jolyon_palmer,1991-01-20,British,renault,17,,+2 Laps,0.0,15
935,2017,5,catalunya,stroll,1998-10-29,Canadian,williams,18,,+2 Laps,0.0,16
936,2017,5,catalunya,bottas,1989-08-28,Finnish,mercedes,3,,Power Unit,0.0,17
937,2017,5,catalunya,vandoorne,1992-03-26,Belgian,mclaren,20,,Collision,0.0,18
938,2017,5,catalunya,max_verstappen,1997-09-30,Dutch,red_bull,5,,Collision damage,0.0,19
939,2017,5,catalunya,raikkonen,1979-10-17,Finnish,ferrari,4,,Collision damage,0.0,20
940,2017,6,monaco,vettel,1987-07-03,German,ferrari,2,6284340.0,Finished,25.0,1
941,2017,6,monaco,raikkonen,1979-10-17,Finnish,ferrari,1,6287485.0,Finished,18.0,2
942,2017,6,monaco,ricciardo,1989-07-01,Australian,red_bull,5,6288085.0,Finished,15.0,3
943,2017,6,monaco,bottas,1989-08-28,Finnish,mercedes,3,6289857.0,Finished,12.0,4
944,2017,6,monaco,max_verstappen,1997-09-30,Dutch,red_bull,4,6290539.0,Finished,10.0,5
945,2017,6,monaco,sainz,1994-09-01,Spanish,toro_rosso,6,6296378.0,Finished,8.0,6
946,2017,6,monaco,hamilton,1985-01-07,British,mercedes,13,6300141.0,Finished,6.0,7
947,2017,6,monaco,grosjean,1986-04-17,French,haas,8,6302490.0,Finished,4.0,8
948,2017,6,monaco,massa,1981-04-25,Brazilian,williams,14,6303785.0,Finished,2.0,9
949,2017,6,monaco,kevin_magnussen,1992-10-05,Danish,haas,11,6305783.0,Finished,1.0,10
950,2017,6,monaco,jolyon_palmer,1991-01-20,British,renault,16,6307077.0,Finished,0.0,11
951,2017,6,monaco,ocon,1996-09-17,French,force_india,15,6308065.0,Finished,0.0,12
952,2017,6,monaco,perez,1990-01-26,Mexican,force_india,7,6323429.0,Finished,0.0,13
953,2017,6,monaco,kvyat,1994-04-26,Russian,toro_rosso,9,,Collision damage,0.0,14
954,2017,6,monaco,stroll,1998-10-29,Canadian,williams,17,,Brakes,0.0,15
955,2017,6,monaco,vandoorne,1992-03-26,Belgian,mclaren,12,,Accident,0.0,16
956,2017,6,monaco,ericsson,1990-09-02,Swedish,sauber,19,,Accident,0.0,17
957,2017,6,monaco,button,1980-01-19,British,mclaren,20,,Collision damage,0.0,18
958,2017,6,monaco,wehrlein,1994-10-18,German,sauber,18,,Collision,0.0,19
959,2017,6,monaco,hulkenberg,1987-08-19,German,renault,10,,Gearbox,0.0,20
960,2017,7,villeneuve,hamilton,1985-01-07,British,mercedes,1,5585154.0,Finished,25.0,1
961,2017,7,villeneuve,bottas,1989-08-28,Finnish,mercedes,3,5604937.0,Finished,18.0,2
962,2017,7,villeneuve,ricciardo,1989-07-01,Australian,red_bull,6,5620451.0,Finished,15.0,3
963,2017,7,villeneuve,vettel,1987-07-03,German,ferrari,2,5621061.0,Finished,12.0,4
964,2017,7,villeneuve,perez,1990-01-26,Mexican,force_india,8,5625630.0,Finished,10.0,5
965,2017,7,villeneuve,ocon,1996-09-17,French,force_india,9,5625870.0,Finished,8.0,6
966,2017,7,villeneuve,raikkonen,1979-10-17,Finnish,ferrari,4,5643786.0,Finished,6.0,7
967,2017,7,villeneuve,hulkenberg,1987-08-19,German,renault,10,5645528.0,Finished,4.0,8
968,2017,7,villeneuve,stroll,1998-10-29,Canadian,williams,17,,+1 Lap,2.0,9
969,2017,7,villeneuve,grosjean,1986-04-17,French,haas,14,,+1 Lap,1.0,10
970,2017,7,villeneuve,jolyon_palmer,1991-01-20,British,renault,15,,+1 Lap,0.0,11
971,2017,7,villeneuve,kevin_magnussen,1992-10-05,Danish,haas,18,,+1 Lap,0.0,12
972,2017,7,villeneuve,ericsson,1990-09-02,Swedish,sauber,19,,+1 Lap,0.0,13
973,2017,7,villeneuve,vandoorne,1992-03-26,Belgian,mclaren,16,,+1 Lap,0.0,14
974,2017,7,villeneuve,wehrlein,1994-10-18,German,sauber,20,,+2 Laps,0.0,15
975,2017,7,villeneuve,alonso,1981-07-29,Spanish,mclaren,12,,Power Unit,0.0,16
976,2017,7,villeneuve,kvyat,1994-04-26,Russian,toro_rosso,11,,Power Unit,0.0,17
977,2017,7,villeneuve,max_verstappen,1997-09-30,Dutch,red_bull,5,,Electrical,0.0,18
978,2017,7,villeneuve,massa,1981-04-25,Brazilian,williams,7,,Collision,0.0,19
979,2017,7,villeneuve,sainz,1994-09-01,Spanish,toro_rosso,13,,Collision,0.0,20
980,2017,8,baku,ricciardo,1989-07-01,Australian,red_bull,10,7435573.0,Finished,25.0,1
981,2017,8,baku,bottas,1989-08-28,Finnish,mercedes,2,7439477.0,Finished,18.0,2
982,2017,8,baku,stroll,1998-10-29,Canadian,williams,8,7439582.0,Finished,15.0,3
983,2017,8,baku,vettel,1987-07-03,German,ferrari,4,7441549.0,Finished,12.0,4
984,2017,8,baku,hamilton,1985-01-07,British,mercedes,1,7441761.0,Finished,10.0,5
985,2017,8,baku,ocon,1996-09-17,French,force_india,7,7465871.0,Finished,8.0,6
986,2017,8,baku,kevin_magnussen,1992-10-05,Danish,haas,12,7477326.0,Finished,6.0,7
987,2017,8,baku,sainz,1994-09-01,Spanish,toro_rosso,15,7484973.0,Finished,4.0,8
988,2017,8,baku,alonso,1981-07-29,Spanish,mclaren,19,7495124.0,Finished,2.0,9
989,2017,8,baku,wehrlein,1994-10-18,German,sauber,14,7524666.0,Finished,1.0,10
990,2017,8,baku,ericsson,1990-09-02,Swedish,sauber,17,7527367.0,Finished,0.0,11
991,2017,8,baku,vandoorne,1992-03-26,Belgian,mclaren,18,7527733.0,Finished,0.0,12
992,2017,8,baku,grosjean,1986-04-17,French,haas,16,,+1 Lap,0.0,13
993,2017,8,baku,raikkonen,1979-10-17,Finnish,ferrari,3,,Water pressure,0.0,14
994,2017,8,baku,perez,1990-01-26,Mexican,force_india,6,,Seat,0.0,15
995,2017,8,baku,massa,1981-04-25,Brazilian,williams,9,,Suspension,0.0,16
996,2017,8,baku,hulkenberg,1987-08-19,German,renault,13,,Accident,0.0,17
997,2017,8,baku,max_verstappen,1997-09-30,Dutch,red_bull,5,,Oil pressure,0.0,18
998,2017,8,baku,kvyat,1994-04-26,Russian,toro_rosso,11,,Battery,0.0,19
999,2017,8,baku,jolyon_palmer,1991-01-20,British,renault,20,,Power Unit,0.0,20
1000,2017,9,red_bull_ring,bottas,1989-08-28,Finnish,mercedes,1,4908523.0,Finished,25.0,1
1001,2017,9,red_bull_ring,vettel,1987-07-03,German,ferrari,2,4909181.0,Finished,18.0,2
1002,2017,9,red_bull_ring,ricciardo,1989-07-01,Australian,red_bull,4,4914535.0,Finished,15.0,3
1003,2017,9,red_bull_ring,hamilton,1985-01-07,British,mercedes,8,4915953.0,Finished,12.0,4
1004,2017,9,red_bull_ring,raikkonen,1979-10-17,Finnish,ferrari,3,4928893.0,Finished,10.0,5
1005,2017,9,red_bull_ring,grosjean,1986-04-17,French,haas,6,4981683.0,Finished,8.0,6
1006,2017,9,red_bull_ring,perez,1990-01-26,Mexican,force_india,7,,+1 Lap,6.0,7
1007,2017,9,red_bull_ring,ocon,1996-09-17,French,force_india,9,,+1 Lap,4.0,8
1008,2017,9,red_bull_ring,massa,1981-04-25,Brazilian,williams,17,,+1 Lap,2.0,9
1009,2017,9,red_bull_ring,stroll,1998-10-29,Canadian,williams,18,,+1 Lap,1.0,10
1010,2017,9,red_bull_ring,jolyon_palmer,1991-01-20,British,renault,16,,+1 Lap,0.0,11
1011,2017,9,red_bull_ring,vandoorne,1992-03-26,Belgian,mclaren,13,,+1 Lap,0.0,12
1012,2017,9,red_bull_ring,hulkenberg,1987-08-19,German,renault,11,,+1 Lap,0.0,13
1013,2017,9,red_bull_ring,wehrlein,1994-10-18,German,sauber,20,,+1 Lap,0.0,14
1014,2017,9,red_bull_ring,ericsson,1990-09-02,Swedish,sauber,19,,+2 Laps,0.0,15
1015,2017,9,red_bull_ring,kvyat,1994-04-26,Russian,toro_rosso,14,,+3 Laps,0.0,16
1016,2017,9,red_bull_ring,sainz,1994-09-01,Spanish,toro_rosso,10,,Engine,0.0,17
1017,2017,9,red_bull_ring,kevin_magnussen,1992-10-05,Danish,haas,15,,Hydraulics,0.0,18
1018,2017,9,red_bull_ring,alonso,1981-07-29,Spanish,mclaren,12,,Collision damage,0.0,19
1019,2017,9,red_bull_ring,max_verstappen,1997-09-30,Dutch,red_bull,5,,Collision damage,0.0,20
1020,2017,10,silverstone,hamilton,1985-01-07,British,mercedes,1,4887430.0,Finished,25.0,1
1021,2017,10,silverstone,bottas,1989-08-28,Finnish,mercedes,9,4901493.0,Finished,18.0,2
1022,2017,10,silverstone,raikkonen,1979-10-17,Finnish,ferrari,2,4924000.0,Finished,15.0,3
1023,2017,10,silverstone,max_verstappen,1997-09-30,Dutch,red_bull,4,4939555.0,Finished,12.0,4
1024,2017,10,silverstone,ricciardo,1989-07-01,Australian,red_bull,19,4953385.0,Finished,10.0,5
1025,2017,10,silverstone,hulkenberg,1987-08-19,German,renault,5,4955539.0,Finished,8.0,6
1026,2017,10,silverstone,vettel,1987-07-03,German,ferrari,3,4981419.0,Finished,6.0,7
1027,2017,10,silverstone,ocon,1996-09-17,French,force_india,7,,+1 Lap,4.0,8
1028,2017,10,silverstone,perez,1990-01-26,Mexican,force_india,6,,+1 Lap,2.0,9
1029,2017,10,silverstone,massa,1981-04-25,Brazilian,williams,14,,+1 Lap,1.0,10
1030,2017,10,silverstone,vandoorne,1992-03-26,Belgian,mclaren,8,,+1 Lap,0.0,11
1031,2017,10,silverstone,kevin_magnussen,1992-10-05,Danish,haas,16,,+1 Lap,0.0,12
1032,2017,10,silverstone,grosjean,1986-04-17,French,haas,10,,+1 Lap,0.0,13
1033,2017,10,silverstone,ericsson,1990-09-02,Swedish,sauber,18,,+1 Lap,0.0,14
1034,2017,10,silverstone,kvyat,1994-04-26,Russian,toro_rosso,12,,+1 Lap,0.0,15
1035,2017,10,silverstone,stroll,1998-10-29,Canadian,williams,15,,+1 Lap,0.0,16
1036,2017,10,silverstone,wehrlein,1994-10-18,German,sauber,17,,+1 Lap,0.0,17
1037,2017,10,silverstone,alonso,1981-07-29,Spanish,mclaren,20,,Power Unit,0.0,18
1038,2017,10,silverstone,sainz,1994-09-01,Spanish,toro_rosso,13,,Collision damage,0.0,19
1039,2017,10,silverstone,jolyon_palmer,1991-01-20,British,renault,11,,Hydraulics,0.0,20
1040,2017,11,hungaroring,vettel,1987-07-03,German,ferrari,1,5986713.0,Finished,25.0,1
1041,2017,11,hungaroring,raikkonen,1979-10-17,Finnish,ferrari,2,5987621.0,Finished,18.0,2
1042,2017,11,hungaroring,bottas,1989-08-28,Finnish,mercedes,3,5999175.0,Finished,15.0,3
1043,2017,11,hungaroring,hamilton,1985-01-07,British,mercedes,4,5999598.0,Finished,12.0,4
1044,2017,11,hungaroring,max_verstappen,1997-09-30,Dutch,red_bull,5,5999989.0,Finished,10.0,5
1045,2017,11,hungaroring,alonso,1981-07-29,Spanish,mclaren,7,6057936.0,Finished,8.0,6
1046,2017,11,hungaroring,sainz,1994-09-01,Spanish,toro_rosso,9,,+1 Lap,6.0,7
1047,2017,11,hungaroring,perez,1990-01-26,Mexican,force_india,13,,+1 Lap,4.0,8
1048,2017,11,hungaroring,ocon,1996-09-17,French,force_india,11,,+1 Lap,2.0,9
1049,2017,11,hungaroring,vandoorne,1992-03-26,Belgian,mclaren,8,,+1 Lap,1.0,10
